episode,policy_reward,baseline_reward,advantage
124,-1.094499999999999,-1.378999999999999,0.2845
125,-0.8814999999999998,-0.48350000000000043,-0.3979999999999994
126,0.2364999999999996,-0.8895000000000002,1.126
127,-1.2044999999999992,-0.9570000000000005,-0.24749999999999872
128,0.02049999999999961,0.27500000000000036,-0.2545000000000007
129,0.43699999999999944,-0.3865000000000004,0.8234999999999999
130,-0.7674999999999993,0.3939999999999996,-1.1614999999999989
131,-0.2830000000000006,0.05449999999999944,-0.3375
132,-1.4934999999999983,-0.4485000000000008,-1.0449999999999975
133,0.023999999999999414,-0.5900000000000005,0.614
134,-1.281499999999997,-0.47150000000000086,-0.8099999999999961
135,-0.07500000000000057,-0.31250000000000056,0.2375
136,0.2509999999999998,0.07499999999999923,0.17600000000000054
137,-0.7119999999999996,0.05999999999999925,-0.7719999999999989
138,-0.09600000000000052,-1.7659999999999998,1.6699999999999993
139,-0.6869999999999995,0.11549999999999933,-0.8024999999999989
140,0.07899999999999979,-0.8965,0.9754999999999998
141,0.42700000000000043,-1.5419999999999965,1.968999999999997
142,0.2674999999999998,0.425,-0.1575000000000002
143,-0.37200000000000083,-1.0849999999999997,0.712999999999999
144,-0.5920000000000001,-0.6080000000000002,0.016000000000000125
145,-0.7759999999999987,-0.16400000000000037,-0.6119999999999983
146,-0.9854999999999989,-0.9749999999999992,-0.010499999999999732
147,-0.9479999999999996,0.2839999999999995,-1.231999999999999
148,-0.6474999999999996,-0.7469999999999991,0.09949999999999948
149,0.4064999999999998,0.9495000000000002,-0.5430000000000004
150,-0.5245000000000006,-0.3230000000000009,-0.20149999999999973
151,-1.092999999999999,-0.5560000000000007,-0.5369999999999984
152,-1.2799999999999991,0.292499999999999,-1.572499999999998
153,-0.30350000000000066,0.49849999999999994,-0.8020000000000006
154,-1.1059999999999985,-0.09050000000000052,-1.015499999999998
155,-0.4435000000000004,-0.3890000000000001,-0.05450000000000027
156,0.7210000000000001,0.5655000000000003,0.15549999999999975
157,-0.20700000000000043,-0.7970000000000003,0.5899999999999999
158,-0.9344999999999994,-1.0234999999999996,0.08900000000000019
159,0.47299999999999925,-1.0065,1.4794999999999991
160,0.24799999999999994,-0.4610000000000008,0.7090000000000007
161,-1.240999999999999,-0.18550000000000053,-1.0554999999999986
162,-0.19350000000000042,0.5730000000000006,-0.7665000000000011
163,0.6400000000000001,0.2519999999999993,0.38800000000000084
164,0.26099999999999984,0.9705000000000001,-0.7095000000000002
165,-0.8304999999999989,-0.8495000000000007,0.019000000000001793
166,0.5599999999999998,-0.3065000000000003,0.8665000000000002
167,-1.4394999999999987,-1.0119999999999998,-0.4274999999999989
168,-0.020000000000000483,-0.5984999999999996,0.5784999999999991
169,-0.5130000000000002,-0.4515000000000004,-0.06149999999999983
170,0.3234999999999995,0.6670000000000003,-0.34350000000000075
171,-0.9604999999999981,-0.20300000000000032,-0.7574999999999978
172,-0.04650000000000043,-1.1330000000000002,1.0864999999999998
173,-1.0789999999999984,-0.034000000000000495,-1.044999999999998
174,-0.4280000000000008,-0.6565000000000009,0.22850000000000004
175,-0.7699999999999988,-0.05500000000000049,-0.7149999999999983
176,-0.11850000000000027,0.019999999999999466,-0.13849999999999973
177,-0.7479999999999998,0.19699999999999934,-0.9449999999999992
178,-1.4084999999999992,-0.2790000000000007,-1.1294999999999984
179,-1.0600000000000003,0.4289999999999994,-1.4889999999999997
180,0.5769999999999995,0.3575000000000004,0.21949999999999914
181,0.6840000000000004,0.05599999999999955,0.6280000000000008
182,-0.6984999999999997,-0.14900000000000072,-0.549499999999999
183,-0.8489999999999999,-0.41099999999999964,-0.4380000000000002
184,-0.35899999999999993,-0.5225000000000006,0.1635000000000007
185,-0.4510000000000003,-0.14300000000000035,-0.30799999999999994
186,-0.020000000000000625,-0.5105000000000005,0.4904999999999999
187,-0.038500000000000534,-0.8574999999999997,0.8189999999999992
188,-1.184499999999999,-0.6685000000000005,-0.5159999999999985
189,-0.8374999999999997,-0.2655000000000008,-0.571999999999999
190,-0.4824999999999996,-0.8630000000000003,0.3805000000000007
191,-0.08550000000000024,0.3209999999999998,-0.40650000000000003
192,-0.24350000000000016,-0.6165000000000002,0.373
193,0.5649999999999997,-0.8405000000000005,1.4055000000000002
194,-0.027999999999999983,0.0059999999999995075,-0.03399999999999949
195,-1.2039999999999995,-0.012000000000000684,-1.1919999999999988
196,-0.6944999999999991,1.0535000000000028,-1.748000000000002
197,-1.0129999999999997,0.5359999999999998,-1.5489999999999995
198,-2.2350000000000003,-1.7849999999999973,-0.45000000000000306
199,0.15599999999999928,-0.1985000000000006,0.35449999999999987
200,-0.6714999999999985,-0.15600000000000055,-0.515499999999998
201,-0.08300000000000035,-0.32900000000000057,0.24600000000000022
202,-1.4289999999999994,0.024999999999999915,-1.4539999999999993
203,-1.3234999999999997,-0.5440000000000007,-0.779499999999999
204,0.020999999999999994,0.20999999999999974,-0.18899999999999975
205,-0.8460000000000002,-0.25200000000000095,-0.5939999999999992
206,0.5234999999999997,-0.6175000000000007,1.1410000000000005
207,-1.6669999999999994,0.11099999999999971,-1.7779999999999991
208,-0.8944999999999996,-0.5624999999999998,-0.33199999999999985
209,0.39299999999999985,-0.1890000000000003,0.5820000000000002
210,-0.9049999999999986,-0.07400000000000023,-0.8309999999999984
211,-0.9169999999999996,-0.05750000000000087,-0.8594999999999987
212,-0.11800000000000048,0.1489999999999998,-0.2670000000000003
213,0.5934999999999995,-0.2935000000000002,0.8869999999999997
214,-0.3895000000000004,-0.6840000000000005,0.2945000000000001
215,-0.26850000000000035,-0.39450000000000074,0.1260000000000004
216,0.6465000000000002,-0.03950000000000046,0.6860000000000006
217,0.1609999999999996,-0.8089999999999996,0.9699999999999992
218,-0.7474999999999995,-0.6369999999999992,-0.11050000000000026
219,-0.49599999999999944,-0.3190000000000007,-0.17699999999999871
220,1.1125000000000005,0.5299999999999998,0.5825000000000007
221,-1.1934999999999978,-0.6530000000000007,-0.5404999999999971
222,-0.40299999999999925,-1.1260000000000001,0.7230000000000009
223,-0.21800000000000075,-0.6110000000000011,0.39300000000000035
224,-0.17550000000000024,-0.79,0.6144999999999998
225,-0.1750000000000006,-0.03200000000000029,-0.1430000000000003
226,-1.446,-0.0715000000000003,-1.3744999999999996
227,-0.4359999999999995,-0.2240000000000007,-0.2119999999999988
228,-1.057499999999998,-0.1730000000000007,-0.8844999999999974
229,-0.4369999999999989,-0.33300000000000035,-0.10399999999999854
230,-1.124499999999999,0.015999999999999046,-1.140499999999998
231,-0.8709999999999988,0.19449999999999956,-1.0654999999999983
232,-0.12100000000000015,-0.021000000000000386,-0.09999999999999976
233,-0.24900000000000053,-0.7375000000000002,0.4884999999999996
234,-0.917499999999999,-0.049500000000000696,-0.8679999999999983
235,-0.01200000000000048,-0.3540000000000009,0.34200000000000047
236,-1.3759999999999997,-0.8850000000000001,-0.49099999999999955
237,-0.49600000000000033,-0.08450000000000048,-0.41149999999999987
238,-1.7005,-0.48250000000000054,-1.2179999999999993
239,-0.9069999999999997,-0.8474999999999998,-0.059499999999999886
240,0.1444999999999998,-0.5965000000000007,0.7410000000000005
241,-0.349,-0.4275000000000003,0.07850000000000035
242,0.7735,-1.7174999999999963,2.490999999999996
243,-0.39099999999999974,0.1064999999999997,-0.49749999999999944
244,-0.7299999999999998,0.6434999999999993,-1.373499999999999
245,-0.4920000000000004,-0.4365000000000005,-0.05549999999999988
246,-1.2294999999999994,-1.2769999999999988,0.04749999999999943
247,-0.13949999999999985,-0.8315000000000007,0.6920000000000008
248,0.3114999999999993,-0.2520000000000008,0.5635000000000001
249,-0.6975000000000001,-0.22650000000000026,-0.47099999999999986
250,-0.12650000000000033,-0.006500000000000603,-0.11999999999999973
251,-0.5170000000000002,0.25449999999999967,-0.7714999999999999
252,-0.7144999999999997,0.2909999999999995,-1.0054999999999992
253,0.14499999999999946,-0.27100000000000046,0.4159999999999999
254,-0.07899999999999999,0.9845000000000002,-1.0635000000000001
255,-0.7674999999999997,-0.31050000000000033,-0.4569999999999994
256,-0.20750000000000035,-0.14350000000000065,-0.0639999999999997
257,-1.6065000000000005,-0.1900000000000012,-1.4164999999999992
258,-0.19750000000000045,0.1709999999999996,-0.36850000000000005
259,-1.0839999999999983,-0.0825000000000007,-1.0014999999999976
260,-0.7199999999999998,-0.7705000000000005,0.050500000000000766
261,0.8179999999999998,0.19249999999999964,0.6255000000000002
262,-0.030500000000000645,-0.08850000000000036,0.05799999999999971
263,-0.9794999999999999,-0.00750000000000031,-0.9719999999999996
264,-0.5839999999999997,-0.4705000000000005,-0.11349999999999927
265,-1.5499999999999992,-0.26150000000000084,-1.2884999999999982
266,-0.11050000000000046,-0.6864999999999999,0.5759999999999994
267,-0.4365000000000007,0.1844999999999989,-0.6209999999999996
268,-1.0110000000000001,0.1109999999999994,-1.1219999999999994
269,-1.4149999999999985,-0.9579999999999981,-0.4570000000000004
270,-0.5645,0.14999999999999927,-0.7144999999999992
271,0.20299999999999951,-1.2394999999999987,1.4424999999999981
272,-0.9914999999999997,-1.0704999999999996,0.07899999999999985
273,0.3814999999999998,0.36500000000000005,0.016499999999999737
274,0.32549999999999985,-0.5935000000000004,0.9190000000000003
275,0.6755,0.010499999999999378,0.6650000000000006
276,0.05749999999999944,-0.9994999999999995,1.056999999999999
277,-0.4940000000000004,0.24999999999999928,-0.7439999999999997
278,-0.42550000000000016,-0.1280000000000009,-0.29749999999999927
279,0.49499999999999966,-0.8675000000000004,1.3625
280,-0.5839999999999996,0.6924999999999994,-1.276499999999999
281,-0.4505000000000008,-0.6555000000000007,0.20499999999999996
282,-0.024500000000000292,-0.32350000000000007,0.29899999999999977
283,0.09099999999999914,-0.4075000000000007,0.49849999999999983
284,-0.8679999999999991,-0.2515000000000004,-0.6164999999999987
285,0.16099999999999987,0.02949999999999964,0.13150000000000023
286,-0.8164999999999986,-0.9410000000000001,0.1245000000000015
287,0.3464999999999995,1.292,-0.9455000000000006
288,-0.4799999999999991,0.16599999999999943,-0.6459999999999986
289,-0.311,-1.052000000000001,0.741000000000001
290,-0.732,-0.585,-0.14700000000000002
291,-0.44650000000000073,-0.06750000000000062,-0.3790000000000001
292,-0.40850000000000003,0.03999999999999998,-0.4485
293,-0.07900000000000046,-0.31100000000000083,0.23200000000000037
294,-0.2705000000000004,-0.44150000000000045,0.17100000000000004
295,-1.5204999999999986,-0.29350000000000026,-1.2269999999999983
296,-0.9874999999999994,-1.0219999999999996,0.0345000000000002
297,0.5325000000000001,-0.8554999999999993,1.3879999999999995
298,-0.03900000000000059,-0.1120000000000008,0.0730000000000002
299,-0.9409999999999984,-0.11400000000000046,-0.826999999999998
300,0.407,-0.8115000000000012,1.2185000000000012
