episode,return
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
1,-83.31000000000007
2,29.529999999999998
3,39.11000000000001
4,39.92
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
1,403.0600000000001
2,19.51
3,0.0
1,46.91
2,-21.17
3,0.0
1,307.56999999999977
2,68.30000000000001
3,0.0
1,92.04999999999991
2,159.07999999999998
3,0.0
1,31.250000000000004
2,-51.51
3,0.0
1,146.66000000000003
2,-15.78
3,-26.270000000000003
4,0.0
1,-201.28999999999996
1,-201.28999999999996
2,-10.17
2,-10.17
1,-183.01000000000002
1,-183.01000000000002
1,-57.28
2,0.0
1,12.489999999999963
2,99.48000000000002
3,39.86
4,0.0
1,-57.69000000000001
2,0.0
1,-118.34000000000007
2,0.0
1,-228.27000000000004
2,0.0
1,-238.33000000000015
2,0.0
1,-68.31000000000002
2,0.0
1,-181.77
2,0.0
1,117.01
2,-118.00000000000001
3,-62.34000000000002
4,181.9099999999999
5,0.0
1,72.05999999999999
2,68.69000000000005
3,-13.200000000000006
4,-20.939999999999998
5,-47.679999999999986
1,203.04999999999995
2,62.990000000000016
3,-17.23000000000002
4,67.2399999999999
5,168.35999999999996
1,52.820000000000036
2,77.83
3,79.47000000000001
4,-2.750000000000004
5,-82.54000000000003
1,11.839999999999963
2,-2.0300000000000376
3,88.3
4,223.42999999999995
5,59.8
1,-142.98000000000008
2,-41.410000000000004
3,-108.44000000000007
4,-11.380000000000017
5,-162.70999999999998
1,21.769999999999985
2,0.0
1,87.16000000000004
2,0.0
1,37.32000000000001
2,78.39000000000001
3,33.15000000000002
4,193.16
5,68.82
1,-22.199999999999996
2,-92.07000000000002
3,-30.590000000000003
4,-150.23999999999998
5,-40.019999999999996
1,-12.450000000000047
2,-5.31
3,-226.39999999999998
4,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,-7.330000000000062
2,23.629999999999995
3,-156.05
4,-30.270000000000003
5,-115.06
1,-7.330000000000062
2,23.629999999999995
3,-156.05
4,-30.270000000000003
5,-115.06
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,177.87
2,58.45999999999999
3,96.97999999999992
4,-21.62
5,333.61
1,1.9499999999999544
2,0.0
1,1.9499999999999544
1,1.9499999999999544
2,0.0
3,173.4299999999999
4,29.889999999999997
5,18.169999999999998
1,1.9499999999999544
2,0.0
3,173.4299999999999
4,29.889999999999997
5,18.169999999999998
6,73.17000000000002
7,108.74000000000001
8,107.99999999999999
9,-41.64999999999999
10,143.63999999999996
11,129.66999999999996
12,97.83999999999999
13,83.50999999999999
14,213.51999999999998
15,78.50999999999999
16,218.52999999999997
17,8.759999999999994
18,157.99999999999991
19,209.15999999999997
20,147.36999999999998
21,68.33000000000001
22,183.73999999999998
23,68.26000000000003
24,138.51999999999998
25,27.64999999999999
26,108.22000000000001
27,59.160000000000004
28,303.46
29,0.0
30,122.39999999999995
31,0.0
32,172.18999999999997
33,0.0
34,152.36999999999998
35,88.75000000000006
36,127.18999999999998
37,0.0
38,167.12000000000003
39,0.0
40,287.6499999999999
41,59.25
42,227.49999999999986
43,0.0
44,27.42000000000004
45,133.07999999999998
46,177.98999999999995
47,112.29000000000002
48,68.94
49,192.89999999999995
50,98.93999999999998
51,92.51000000000003
52,33.339999999999996
53,157.38
54,-61.92999999999999
55,52.41000000000004
56,37.480000000000004
57,59.10000000000001
58,207.61999999999998
59,39.650000000000006
60,-142.95000000000002
61,29.7
62,-28.65
63,0.0
64,111.97000000000003
65,0.0
66,-3.0099999999999945
67,69.8
68,142.0
69,119.05000000000001
70,182.28999999999988
71,0.0
72,62.920000000000016
73,188.7099999999999
74,212.94
75,83.52999999999999
76,188.62
77,-7.599999999999984
78,77.22999999999992
79,88.91
80,147.3199999999999
81,152.85000000000002
82,178.99999999999994
83,203.43999999999994
84,8.489999999999995
85,327.55
86,18.95
87,342.8499999999999
88,8.74
89,36.530000000000015
90,19.07
91,183.20999999999995
92,328.1899999999999
93,89.56
94,-67.98000000000005
95,0.0
96,71.77000000000001
97,29.349999999999998
98,178.0899999999999
99,19.5
100,62.44999999999999
101,29.119999999999997
102,128.03999999999996
103,0.0
104,-68.39
105,159.25
106,77.6100000000001
107,143.14
108,129.21999999999994
109,117.72999999999998
110,47.730000000000054
111,238.17999999999984
112,218.23999999999995
113,77.94999999999997
114,133.36999999999998
115,317.41999999999973
116,59.18000000000001
117,103.53999999999999
118,68.64
119,132.95
120,-32.33
121,68.04999999999998
122,152.5199999999999
123,79.11999999999999
124,27.79999999999999
125,-25.18
126,-70.0
127,-107.42000000000003
128,92.32999999999986
129,118.84
130,-22.519999999999953
131,103.96000000000002
132,82.80999999999999
133,-141.28000000000003
134,103.41999999999994
135,203.11999999999995
136,19.919999999999998
137,2.610000000000012
138,0.0
139,142.49999999999994
140,0.0
141,97.72000000000003
142,98.92
143,42.420000000000016
144,0.0
145,8.329999999999991
146,57.47000000000001
147,73.58000000000001
148,-46.640000000000015
149,269.18
150,92.29000000000003
151,112.95
152,52.700000000000024
153,29.0
154,213.37999999999994
155,0.0
156,192.87999999999997
157,123.13000000000004
158,49.650000000000006
159,198.06999999999996
160,73.72000000000001
161,52.230000000000025
162,153.90999999999997
163,262.3199999999998
164,59.13000000000001
165,141.87999999999994
166,3.579999999999999
167,22.660000000000032
168,-41.349999999999994
169,-7.040000000000002
170,0.0
171,62.84000000000001
172,39.85
173,122.07999999999998
174,78.22
175,68.60000000000001
176,-1.6500000000000157
177,128.94
178,68.62
179,-12.149999999999968
180,238.84999999999988
181,178.60999999999996
182,256.97999999999973
183,49.85
184,128.43
185,0.0
186,388.4299999999999
187,39.46
188,293.35999999999996
189,18.499999999999996
190,172.9899999999998
191,0.0
192,32.12999999999998
193,0.0
194,63.28
195,0.0
196,103.22000000000001
197,-46.54
198,29.549999999999997
199,242.2
200,0.0
1,1.9499999999999544
2,0.0
1,177.87
2,58.45999999999999
3,96.97999999999992
4,-21.62
5,333.61
6,59.72
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,1.9499999999999544
2,0.0
1,31.79999999999994
2,177.94999999999993
3,58.35999999999999
4,51.570000000000036
5,208.92999999999992
6,83.36000000000001
1,31.79999999999994
2,177.94999999999993
3,58.35999999999999
4,51.570000000000036
5,208.92999999999992
1,31.79999999999994
2,177.94999999999993
3,58.35999999999999
4,51.570000000000036
5,208.92999999999992
6,83.36000000000001
7,239.12999999999994
8,102.75
9,23.259999999999938
10,98.33999999999996
11,378.34999999999997
12,158.62999999999997
13,93.5
14,133.16999999999996
15,18.05999999999999
16,332.4199999999999
17,73.6
18,128.1
19,167.43999999999969
20,12.939999999999994
21,143.28
22,88.35999999999999
23,73.46000000000002
24,258.80999999999995
25,208.99999999999994
26,78.20000000000002
27,168.76999999999998
28,388.59
29,213.04999999999987
30,103.24000000000002
31,168.6299999999999
32,177.9699999999999
33,118.08
34,98.38999999999999
35,198.09999999999997
36,48.31
37,3.1199999999999273
38,178.25999999999988
39,179.21999999999994
40,178.00999999999988
41,178.82999999999993
42,108.15999999999998
43,88.37000000000002
44,143.88
45,78.00000000000003
46,141.8799999999998
47,133.51999999999998
48,83.89999999999998
49,378.0999999999999
50,133.89999999999998
51,209.05999999999997
52,158.57999999999993
53,163.45
54,103.71
55,99.08
56,127.84999999999984
57,108.19000000000001
58,-17.100000000000005
59,133.31999999999996
60,48.56000000000001
61,163.66999999999996
62,3.6999999999999753
63,93.30000000000001
64,3.8799999999999892
65,13.460000000000036
66,102.84999999999998
67,22.739999999999977
68,297.79
69,78.06000000000002
70,348.0299999999999
71,72.11000000000004
72,89.11999999999999
73,83.58999999999989
74,297.6500000000001
75,178.40000000000003
76,153.51999999999995
77,108.63
78,103.03999999999995
79,83.37
80,27.91
81,213.74999999999997
82,38.37
83,113.37000000000003
84,133.38
85,138.56
86,133.46999999999989
87,288.05
88,178.93999999999997
89,212.73999999999995
90,113.81999999999994
91,53.13999999999999
92,298.36999999999995
93,122.71000000000004
94,72.50000000000003
95,178.59000000000003
96,208.39999999999995
97,88.40000000000002
98,123.52999999999997
99,113.16
100,57.650000000000006
1,31.79999999999994
2,177.94999999999993
3,58.35999999999999
1,6.579999999999977
2,178.21
3,43.28000000000002
4,127.05000000000008
5,73.26999999999998
6,83.00000000000001
7,163.51999999999995
8,192.84999999999985
9,68.23999999999997
10,98.28
11,377.87000000000006
12,158.52999999999992
13,78.31999999999998
14,178.09999999999997
15,-102.04999999999997
16,257.4799999999999
17,73.36
18,218.21
19,167.43999999999963
20,12.849999999999977
21,53.32000000000001
22,238.55999999999995
23,73.5
24,213.85999999999996
25,148.72999999999996
26,-41.50000000000001
27,62.87999999999999
28,178.18999999999994
29,182.87999999999997
30,163.45999999999995
31,168.51000000000002
32,12.86000000000001
33,57.810000000000024
34,83.3
35,183.03
36,63.47000000000001
37,33.20999999999995
38,102.79999999999998
39,179.23999999999998
40,88.3199999999999
41,178.71999999999997
42,-102.28
43,27.920000000000005
44,68.66000000000003
45,78.1
46,67.01000000000002
47,133.76
48,-51.379999999999995
49,378.1799999999998
50,208.77
51,208.76999999999998
52,143.63999999999993
53,163.67
54,103.88999999999999
55,53.91000000000001
56,307.5800000000003
57,153.43999999999997
58,43.129999999999995
59,58.489999999999995
60,48.510000000000026
61,163.48000000000005
62,-56.540000000000006
63,18.229999999999986
64,3.6999999999999575
65,148.4799999999999
66,42.45000000000003
67,82.62000000000002
68,237.86999999999983
69,3.1099999999999897
70,348.49
71,87.64000000000003
72,74.02999999999999
73,68.47999999999998
74,357.92
75,178.28000000000006
76,93.45999999999995
77,108.72999999999999
78,192.83999999999983
79,158.47
80,357.71999999999974
81,138.23
82,38.490000000000016
83,113.24000000000002
84,117.93999999999988
85,93.59999999999997
86,118.33
87,407.98999999999995
88,178.90999999999997
89,167.96999999999997
90,98.56999999999992
91,8.039999999999996
92,342.9399999999999
93,227.85999999999987
94,57.75000000000002
95,178.85000000000002
96,178.33999999999992
97,148.62999999999994
98,123.27999999999999
99,203.4799999999999
100,118.11999999999998
101,118.63999999999994
102,73.54999999999998
103,23.38000000000002
104,-21.760000000000076
105,73.34
106,87.35999999999994
107,118.42999999999998
108,168.1699999999999
109,288.92999999999995
110,278.2499999999998
111,268.2699999999999
112,108.55000000000001
113,182.81999999999994
114,263.24999999999994
115,93.80999999999997
116,213.55000000000004
117,367.60999999999984
118,108.44000000000001
119,224.25999999999993
120,88.80999999999996
121,-76.96000000000005
122,132.79999999999998
123,148.28999999999996
124,137.75999999999993
125,108.57000000000001
126,93.50999999999998
127,-61.23000000000001
128,198.06999999999982
129,23.29999999999999
130,98.40000000000002
131,159.17
132,327.40999999999997
133,168.76999999999992
134,293.05999999999995
135,172.54999999999995
136,53.23
137,113.14000000000001
138,242.92999999999986
139,118.85
140,173.79999999999995
141,253.12999999999997
142,182.99999999999972
143,187.53999999999985
144,103.54999999999997
145,118.71999999999993
146,27.569999999999975
147,183.47999999999996
148,163.26
149,243.27999999999997
150,144.03999999999996
151,238.60999999999993
152,53.74
153,173.43999999999997
154,83.35000000000001
155,43.449999999999974
156,123.53000000000002
157,277.82
158,18.550000000000008
159,158.52999999999997
160,268.88999999999993
161,148.86999999999995
162,183.2999999999999
163,463.38999999999993
164,268.96999999999997
165,132.24999999999997
166,78.35000000000002
167,128.27999999999997
168,48.29999999999997
169,78.58000000000003
170,217.9899999999998
171,103.08999999999997
172,138.33999999999995
173,168.55999999999997
174,163.31999999999996
175,28.450000000000006
176,138.45999999999992
177,-46.81000000000003
178,103.57000000000001
179,154.01999999999998
180,193.37999999999997
181,249.05999999999997
182,262.2599999999997
183,83.82000000000001
184,88.25000000000001
185,14.399999999999999
186,158.42999999999995
187,78.36999999999999
188,128.29999999999998
189,208.99
190,178.62999999999982
191,218.56999999999994
192,273.72999999999996
193,283.34999999999997
194,68.19999999999997
195,153.71999999999997
196,152.7699999999999
197,68.17
198,177.76999999999992
199,198.67
200,283.3599999999999
1,427.1600000000006
2,157.81
3,118.71999999999998
4,8.609999999999992
5,-75.0
6,-195.0
7,-110.20000000000002
8,-90.95000000000005
9,-110.02
10,-105.08000000000004
11,-160.63
12,-60.33000000000001
13,-145.0
14,-85.26000000000006
15,-160.0
16,-175.11999999999995
17,-105.0
18,-210.01999999999998
19,-75.02000000000001
20,-140.01999999999998
21,-90.0
22,-165.0999999999999
23,-120.11999999999999
24,-185.37999999999997
25,-105.55000000000007
26,-175.91000000000003
27,-122.20000000000012
28,-91.21000000000008
29,-26.579999999999995
30,-121.77000000000008
31,-70.94
32,-91.68
33,-61.47000000000004
34,53.420000000000016
35,-38.18999999999999
36,-12.580000000000016
37,152.85999999999993
38,233.03999999999976
39,-90.9
40,-77.50000000000004
41,148.20999999999992
42,123.13000000000002
43,-2.610000000000002
44,23.06000000000001
45,-26.780000000000005
46,97.87999999999998
47,-76.99999999999997
48,98.93999999999996
49,-102.82000000000006
50,81.91999999999997
51,13.329999999999998
52,248.56999999999988
53,-18.069999999999993
54,118.86000000000001
55,-36.989999999999995
56,112.34999999999992
57,57.71000000000001
58,32.14999999999995
59,52.05999999999992
60,32.96999999999998
61,43.18999999999997
62,62.84999999999992
63,-82.06000000000003
64,-72.38999999999993
65,87.80999999999996
66,92.63000000000001
67,133.2399999999999
68,112.05999999999999
69,32.14000000000001
70,172.5199999999999
71,-43.28000000000002
72,103.39000000000001
73,98.68999999999993
74,162.52999999999997
75,32.669999999999966
76,163.39999999999992
77,108.52000000000004
78,177.12999999999982
79,83.24999999999994
80,117.49
81,288.90000000000003
82,68.0
83,143.4699999999999
84,223.26999999999998
85,182.89999999999995
86,253.20999999999995
87,197.74999999999994
88,178.51
89,153.25999999999982
90,128.32999999999996
91,142.81999999999985
92,373.18
93,198.36999999999995
94,222.5099999999998
95,178.61
96,87.21000000000004
97,58.550000000000026
98,198.47999999999993
99,188.41999999999996
100,132.43999999999997
101,12.960000000000052
102,133.83999999999997
103,82.94999999999999
104,-52.53
105,-17.199999999999996
106,172.67
107,87.81000000000002
108,213.11999999999995
109,183.68999999999997
110,203.62
111,373.40000000000015
112,93.46
113,168.0499999999999
114,187.72999999999993
115,138.55999999999997
116,213.0
117,202.05999999999983
118,153.75999999999993
119,58.459999999999965
120,-46.69999999999998
121,87.35000000000005
122,103.24999999999999
123,208.83
124,-57.23000000000001
125,58.66000000000001
126,17.529999999999987
127,-121.51000000000002
128,182.19999999999982
129,83.59999999999995
130,142.97
131,128.92999999999998
132,132.42
133,123.35999999999994
134,96.94000000000001
135,143.59999999999997
136,98.01000000000005
137,52.16000000000001
138,2.1500000000000066
139,73.55999999999999
140,-96.43
141,131.89000000000001
142,108.29
143,97.32999999999994
144,43.36999999999999
145,58.010000000000005
146,87.37000000000002
147,123.46000000000002
148,207.33
149,242.77999999999992
150,97.7
151,132.51000000000005
152,172.66999999999996
153,187.6799999999999
154,113.59000000000002
155,-61.739999999999995
156,-71.94999999999999
157,127.06000000000004
158,93.55999999999999
159,232.80999999999997
160,178.15999999999997
161,208.02999999999992
162,-43.10999999999996
163,207.72999999999996
164,208.83999999999992
165,57.940000000000026
166,78.61
167,307.52
168,78.34999999999998
169,63.04000000000002
170,337.9499999999999
171,8.36999999999999
172,17.929999999999993
173,73.07000000000001
174,148.17999999999995
175,223.26999999999992
176,93.10999999999999
177,118.41
178,162.95999999999995
179,228.69999999999993
180,238.63999999999996
181,248.84999999999994
182,261.97999999999985
183,22.64999999999999
184,163.04999999999993
185,-16.229999999999993
186,113.15999999999994
187,138.12999999999994
188,37.730000000000004
189,163.26999999999995
190,48.90000000000001
191,218.39999999999992
192,78.49000000000001
193,238.22999999999993
194,-21.610000000000003
195,2.970000000000007
196,122.75999999999998
197,83.0
198,-8.459999999999997
199,123.15
200,132.74999999999994
1,41.0
2,11.0
3,7.0
4,1.0
5,-15.0
6,-33.0
7,-22.0
8,-7.0
9,-4.0
10,-21.0
11,-20.0
12,-6.0
13,-29.0
14,-12.0
15,-32.0
16,-24.0
17,-21.0
18,-32.0
19,-15.0
20,-28.0
21,-13.0
22,-12.0
23,-24.0
24,-13.0
25,-9.0
26,11.0
27,16.0
28,17.0
29,3.0
30,-8.0
31,-1.0
32,-6.0
33,11.0
34,5.0
35,16.0
36,-9.0
37,2.0
38,28.0
39,18.0
40,15.0
41,18.0
42,-9.0
43,1.0
44,4.0
45,19.0
46,5.0
47,30.0
48,0.0
49,26.0
50,11.0
51,21.0
52,23.0
53,5.0
54,8.0
55,-10.0
56,3.0
57,10.0
58,0.0
59,6.0
60,3.0
61,24.0
62,4.0
63,-8.0
64,-9.0
65,15.0
66,8.0
67,-10.0
68,8.0
69,4.0
70,25.0
71,3.0
72,1.0
73,18.0
74,28.0
75,4.0
76,1.0
77,-2.0
78,-4.0
79,15.0
80,4.0
81,15.0
82,-8.0
83,13.0
84,8.0
85,15.0
86,1.0
87,7.0
88,16.0
89,12.0
90,-9.0
91,13.0
92,36.0
93,11.0
94,2.0
95,16.0
96,0.0
97,10.0
98,20.0
99,23.0
100,-1.0
101,-2.0
102,9.0
103,12.0
104,-19.0
105,-8.0
106,8.0
107,-1.0
108,0.0
109,19.0
110,4.0
111,28.0
112,6.0
113,5.0
114,12.0
115,14.0
116,24.0
117,15.0
118,23.0
119,9.0
120,0.0
121,12.0
122,21.0
123,17.0
124,3.0
125,6.0
126,-3.0
127,-12.0
128,14.0
129,-5.0
130,24.0
131,12.0
132,7.0
133,10.0
134,-1.0
135,22.0
136,5.0
137,7.0
138,8.0
139,9.0
140,-6.0
141,4.0
142,7.0
143,2.0
144,2.0
145,1.0
146,3.0
147,19.0
148,17.0
149,11.0
150,7.0
151,12.0
152,17.0
153,19.0
154,20.0
155,-11.0
156,-15.0
157,-4.0
158,6.0
159,19.0
160,15.0
161,11.0
162,-4.0
163,20.0
164,19.0
165,-3.0
166,6.0
167,7.0
168,-6.0
169,12.0
170,8.0
171,-5.0
172,-6.0
173,3.0
174,12.0
175,22.0
176,14.0
177,7.0
178,12.0
179,0.0
180,36.0
181,17.0
182,20.0
183,-5.0
184,-1.0
185,-1.0
186,-5.0
187,-7.0
188,7.0
189,-6.0
190,6.0
191,16.0
192,-10.0
193,2.0
194,-19.0
195,-25.0
196,-25.0
197,-13.0
198,-38.0
199,-20.0
200,-33.0
1,45.0
2,13.0
3,11.0
4,19.0
5,0.0
6,3.0
7,0.0
8,3.0
9,0.0
10,1.0
11,5.0
12,2.0
13,13.0
14,5.0
15,11.0
16,25.0
17,0.0
18,29.0
19,8.0
20,16.0
21,14.0
22,21.0
23,11.0
24,31.0
25,21.0
26,27.0
27,24.0
28,39.0
29,20.0
30,20.0
31,17.0
32,18.0
33,20.0
34,14.0
35,26.0
36,15.0
37,29.0
38,32.0
39,18.0
40,22.0
41,18.0
42,29.0
43,11.0
44,17.0
45,16.0
46,15.0
47,24.0
48,14.0
49,20.0
50,22.0
51,4.0
52,25.0
53,16.0
54,16.0
55,9.0
56,26.0
57,16.0
58,12.0
59,22.0
60,13.0
61,14.0
62,15.0
63,12.0
64,15.0
65,14.0
66,10.0
67,26.0
68,24.0
69,8.0
70,33.0
71,12.0
72,8.0
73,13.0
74,43.0
75,12.0
76,25.0
77,20.0
78,19.0
79,14.0
80,28.0
81,29.0
82,15.0
83,16.0
84,18.0
85,14.0
86,13.0
87,41.0
88,18.0
89,26.0
90,22.0
91,16.0
92,34.0
93,18.0
94,19.0
95,24.0
96,32.0
97,18.0
98,26.0
99,22.0
100,18.0
101,24.0
102,16.0
103,14.0
104,16.0
105,11.0
106,23.0
107,14.0
108,23.0
109,22.0
110,23.0
111,23.0
112,10.0
113,20.0
114,31.0
115,13.0
116,31.0
117,28.0
118,11.0
119,24.0
120,20.0
121,8.0
122,18.0
123,16.0
124,27.0
125,9.0
126,12.0
127,9.0
128,22.0
129,4.0
130,23.0
131,10.0
132,16.0
133,15.0
134,18.0
135,19.0
136,20.0
137,10.0
138,19.0
139,17.0
140,21.0
141,38.0
142,23.0
143,13.0
144,12.0
145,11.0
146,23.0
147,23.0
148,19.0
149,32.0
150,16.0
151,18.0
152,11.0
153,17.0
154,22.0
155,15.0
156,15.0
157,38.0
158,10.0
159,23.0
160,15.0
161,23.0
162,11.0
163,39.0
164,18.0
165,23.0
166,26.0
167,15.0
168,12.0
169,17.0
170,28.0
171,12.0
172,18.0
173,14.0
174,20.0
175,22.0
176,17.0
177,14.0
178,24.0
179,22.0
180,29.0
181,21.0
182,20.0
183,11.0
184,19.0
185,6.0
186,30.0
187,23.0
188,11.0
189,24.0
190,13.0
